id,Source,Target,label
814,Thomas Jefferson,Richard Henry Lee,Richard Henry Lee
815,John Adams,Mrs. Adams,Mrs. Adams
816,John Hancock,George Washington,George Washington
817,Josiah Bartlett,John Langdon,John Langdon
818,North Carolina Delegates, North Carolina Council of Safety, North Carolina Council of Safety
819,Thomas Jefferson,John Page,John Page
820,Samuel Chase,Richard Henry Lee,Richard Henry Lee
821,John Hancock,GeorRC Washington,GeorRC Washington
822,Ahraham Clark,James Caldwell,James Caldwell
823,Abraham Clark,James Caldwell,James Caldwell
824,John Hancock,George Washington,George Washington
825,North Carolina Delegates, North Carolina Council of Safety, North Carolina Council of Safety
826,Samuel Adams,Joseph Trumbull,Joseph Trumbull
827,John Hancock,John Haslet,John Haslet
828,Caesar Rodney,Thomas Rodney,Thomas Rodney
829,John Adams,William Heath,William Heath
830,Thomas Jefferson,John Page,John Page
831,Josiah Rartlett,John Langdon,John Langdon
832,Board of War, Maryland Convention or Committee of Safety, Maryland Convention or Committee of Safety
833,William Hooper,Jonathan Trumbull jr.,Jonathan Trumbull jr.
834,William Williams,Joseph Trumbull,Joseph Trumbull
835,Secret Committee,Silas Deane,Silas Deane
836,North Carolina Delegates, North Carolina Council of Safety, North Carolina Council of Safety
837,John Hancock,George Washington,George Washington
838,Samuel Chase,Philip Schuyler,Philip Schuyler
839,North Carolina Delegates, North Carolina Council of Safety, North Carolina Council of Safety
840,James Wilson,Jasper Yeates,Jasper Yeates
841,James Wilson,John Montgomery,John Montgomery
842,William Williams,Joseph Trumbull,Joseph Trumbull
843,Josiah Bartlett,John Langdon,John Langdon
844,William Williams,Oliver Wolcott,Oliver Wolcott
845,Thomas Jefferson,Edmund Pendleton,Edmund Pendleton
846,Francis Lewis,Mrs. Gates,Mrs. Gates
847,Secret Committee,George Washington,George Washington
848,John Adams,Mrs. Adams,Mrs. Adams
849,William Williams,Joseph Trumbull,Joseph Trumbull
850,Philip Livingston, New York Convention, New York Convention
851,Roger Sherman,Jonathan Trumbull jr.,Jonathan Trumbull jr.
852,Rhode Island Delegates,Nicholas Cooke,Nicholas Cooke
853,John Hancock,George Washington,George Washington
854,Josiah Bartlett,William Whipple,William Whipple
855,John Adams,Samuel Adams,Samuel Adams
856,Edward Rutledge,Robert R. Livingston,Robert R. Livingston
857,John Adams,Samuel Holden Parsons,Samuel Holden Parsons
858,William Williams,Joseph Trumbull,Joseph Trumbull
859,Benjamin Franklin,Lord Howe,Lord Howe
860,John Adams,James Warren,James Warren
861,Benjamin Franklin,Thomas McKean,Thomas McKean
862,John Hancock,George Washington,George Washington
863,John Adams,Henry Knox,Henry Knox
864,John Hancock,Artemus Ward,Artemus Ward
865,Josiah Bartlett,William Whipple,William Whipple
866,John Hancock,George Weedon,George Weedon
867,Benjamin Franklin,Horatio Gates,Horatio Gates
868,William Hooper,Jonathan Trumbull jr.,Jonathan Trumbull jr.
869,Francis Lewis,Jonathan Trumbull jr.,Jonathan Trumbull jr.
870,John Hancock,George Weedon,George Weedon
871,Philip Livingston,Abraham Yates jr.,Abraham Yates jr.
872,Benjamin Franklin,Philip Mazzei,Philip Mazzei
873,Josiah Bartlett,Nathaniel Folsom,Nathaniel Folsom
874,Josiah Bartlett,William Whipple,William Whipple
875,John Hancock, Maryland Convention, Maryland Convention
876,Caesar Rodney,George Read,George Read
877,Thomas Heyward jr.,John Morgan,John Morgan
878,John Adams,James Warren,James Warren
879,John Wirspoon,Speech,Speech
880,John Adams,Mrs. Adams,Mrs. Adams
881,Elbridge Gerry,John Wendell,John Wendell
882,Samuel Huntington,Matw Griswold,Matw Griswold
883,Samuel Huntington,Eliphalet Dyer,Eliphalet Dyer
884,Samuel Huntington,William Pitkin,William Pitkin
885,Caesar Rodney,George Read,George Read
886,William Williams,Joseph Trumbull,Joseph Trumbull
887,William Ellery,Nicholas Cooke,Nicholas Cooke
888,Samuel Chase,Horatio Gates,Horatio Gates
889,Benjamin Franklin,George Washington,George Washington
890,John Adams,James Warren,James Warren
891,Lewis Morris,John Jay,John Jay
892,John Hancock,George Washington,George Washington
893,John Hancock,George Washington,George Washington
894,Josiah Bartlett,William Whipple,William Whipple
895,Edward Rutledge,George Washington,George Washington
896,Elbridge Gerry,Joseph Trumbull,Joseph Trumbull
897,William Williams,Joseph Trumbull,Joseph Trumbull
898,William Williams,Joseph Trumbull,Joseph Trumbull
899,Caesar Rodney,George Read,George Read
900,William Ellery,Nicholas Cooke,Nicholas Cooke
901,Josiah Bartlett,William Whipple,William Whipple
902,John Adams,Mrs. Adams,Mrs. Adams
903,Francis Lightfoot Lee,Landon Carter,Landon Carter
904,John Penn, North Carolina Council of Safety, North Carolina Council of Safety
905,John Adams,Samuel Adams,Samuel Adams
906,Robert Treat Paine,Peter Grubb,Peter Grubb
907,Thomas Nelson jr.,John Page,John Page
908,North Carolina Delegates, North Carolina Council of Safety, North Carolina Council of Safety
909,Committee of Secret Correspondence,William Bingham,William Bingham
910,03ine Committee,Thomas Gushing,Thomas Gushing
911,Edward Rutledge,Robert R. Livingston,Robert R. Livingston
912,John Hancock, New Hampshire Assembly, New Hampshire Assembly
913,Benjamin Rush,Anthony Wayne,Anthony Wayne
914,Lewis Morris,Abraham Yates jr.,Abraham Yates jr.
915,Robert Treat Paine,S. P. Eve,S. P. Eve
916,John Adams,James Warren,James Warren
